dateday,season,month,hour,holiday,weekday,workingday,weather,casual,registered,count
2011-05-19,summer,May,Pagi,0,Kamis,1,Misty/Cloudy,35,95,130
2011-05-19,summer,May,Pagi,0,Kamis,1,Light Snow/Rain,53,111,164
2011-05-19,summer,May,Siang,0,Kamis,1,Misty/Cloudy,38,130,168
2011-05-19,summer,May,Siang,0,Kamis,1,Light Snow/Rain,44,139,183
2011-05-19,summer,May,Siang,0,Kamis,1,Light Snow/Rain,43,137,180
2011-05-19,summer,May,Siang,0,Kamis,1,Clear/Partly Cloudy,63,125,188
2011-05-19,summer,May,Siang,0,Kamis,1,Clear/Partly Cloudy,55,247,302
2011-05-19,summer,May,Siang,0,Kamis,1,Clear/Partly Cloudy,60,487,547
2011-05-19,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,59,454,513
2011-05-19,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,65,345,410
2011-05-19,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,46,236,282
2011-05-19,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,29,180,209
2011-05-19,summer,May,Malam,0,Kamis,1,Light Snow/Rain,11,68,79
2011-05-19,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,9,63,72
2011-05-20,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,15,33,48
2011-05-20,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,8,17,25
2011-05-20,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,4,4,8
2011-05-20,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,1,4,5
2011-05-20,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,1,4,5
2011-05-20,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,0,28,28
2011-05-20,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,15,102,117
2011-05-20,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,30,289,319
2011-05-20,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,41,476,517
2011-05-20,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,35,199,234
2011-05-20,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,44,104,148
2011-05-20,summer,May,Pagi,0,Jumat,1,Misty/Cloudy,63,133,196
2011-05-20,summer,May,Siang,0,Jumat,1,Misty/Cloudy,69,186,255
2011-05-20,summer,May,Siang,0,Jumat,1,Light Snow/Rain,60,172,232
2011-05-20,summer,May,Siang,0,Jumat,1,Clear/Partly Cloudy,66,131,197
2011-05-20,summer,May,Siang,0,Jumat,1,Misty/Cloudy,74,168,242
2011-05-20,summer,May,Siang,0,Jumat,1,Misty/Cloudy,61,269,330
2011-05-20,summer,May,Siang,0,Jumat,1,Clear/Partly Cloudy,71,483,554
2011-05-20,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,79,394,473
2011-05-20,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,49,253,302
2011-05-20,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,40,180,220
2011-05-20,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,40,155,195
2011-05-20,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,28,124,152
2011-05-20,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,15,100,115
2011-05-21,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,20,78,98
2011-05-21,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,8,64,72
2011-05-21,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,5,35,40
2011-05-21,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,7,12,19
2011-05-21,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,1,6,7
2011-05-21,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,1,4,5
2011-05-21,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,6,22,28
2011-05-21,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,10,33,43
2011-05-21,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,29,97,126
2011-05-21,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,60,165,225
2011-05-21,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,122,201,323
2011-05-21,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,173,245,418
2011-05-21,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,222,271,493
2011-05-21,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,191,271,462
2011-05-21,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,187,269,456
2011-05-21,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,232,274,506
2011-05-21,summer,May,Siang,0,Sabtu,0,Misty/Cloudy,204,267,471
2011-05-21,summer,May,Siang,0,Sabtu,0,Misty/Cloudy,191,253,444
2011-05-21,summer,May,Malam,0,Sabtu,0,Misty/Cloudy,191,253,444
2011-05-21,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,117,184,301
2011-05-21,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,84,164,248
2011-05-21,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,77,150,227
2011-05-21,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,78,126,204
2011-05-21,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,42,103,145
2011-05-22,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,31,100,131
2011-05-22,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,17,81,98
2011-05-22,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,18,50,68
2011-05-22,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,10,23,33
2011-05-22,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,3,9,12
2011-05-22,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,1,5,6
2011-05-22,summer,May,Pagi,0,Minggu,0,Clear/Partly Cloudy,5,13,18
2011-05-22,summer,May,Pagi,0,Minggu,0,Clear/Partly Cloudy,13,27,40
2011-05-22,summer,May,Pagi,0,Minggu,0,Clear/Partly Cloudy,29,65,94
2011-05-22,summer,May,Pagi,0,Minggu,0,Clear/Partly Cloudy,59,130,189
2011-05-22,summer,May,Pagi,0,Minggu,0,Clear/Partly Cloudy,135,170,305
2011-05-22,summer,May,Pagi,0,Minggu,0,Clear/Partly Cloudy,164,209,373
2011-05-22,summer,May,Siang,0,Minggu,0,Misty/Cloudy,146,255,401
2011-05-22,summer,May,Siang,0,Minggu,0,Misty/Cloudy,180,275,455
2011-05-22,summer,May,Siang,0,Minggu,0,Light Snow/Rain,125,191,316
2011-05-22,summer,May,Siang,0,Minggu,0,Misty/Cloudy,110,221,331
2011-05-22,summer,May,Siang,0,Minggu,0,Clear/Partly Cloudy,72,201,273
2011-05-22,summer,May,Siang,0,Minggu,0,Clear/Partly Cloudy,93,213,306
2011-05-22,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,120,238,358
2011-05-22,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,107,193,300
2011-05-22,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,57,174,231
2011-05-22,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,27,109,136
2011-05-22,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,35,86,121
2011-05-22,summer,May,Malam,0,Minggu,0,Misty/Cloudy,19,46,65
2011-05-23,summer,May,Dini Hari,0,Senin,1,Misty/Cloudy,23,18,41
2011-05-23,summer,May,Dini Hari,0,Senin,1,Clear/Partly Cloudy,4,5,9
2011-05-23,summer,May,Dini Hari,0,Senin,1,Light Snow/Rain,2,3,5
2011-05-23,summer,May,Dini Hari,0,Senin,1,Light Snow/Rain,0,4,4
2011-05-23,summer,May,Dini Hari,0,Senin,1,Misty/Cloudy,2,2,4
2011-05-23,summer,May,Dini Hari,0,Senin,1,Misty/Cloudy,0,11,11
2011-05-23,summer,May,Pagi,0,Senin,1,Misty/Cloudy,4,92,96
2011-05-23,summer,May,Pagi,0,Senin,1,Misty/Cloudy,13,223,236
2011-05-23,summer,May,Pagi,0,Senin,1,Clear/Partly Cloudy,50,359,409
2011-05-23,summer,May,Pagi,0,Senin,1,Clear/Partly Cloudy,36,131,167
2011-05-23,summer,May,Pagi,0,Senin,1,Clear/Partly Cloudy,49,72,121
2011-05-23,summer,May,Pagi,0,Senin,1,Clear/Partly Cloudy,73,107,180
2011-05-23,summer,May,Siang,0,Senin,1,Clear/Partly Cloudy,65,139,204
2011-05-23,summer,May,Siang,0,Senin,1,Misty/Cloudy,49,155,204
2011-05-23,summer,May,Siang,0,Senin,1,Misty/Cloudy,57,130,187
2011-05-23,summer,May,Siang,0,Senin,1,Misty/Cloudy,57,119,176
2011-05-23,summer,May,Siang,0,Senin,1,Misty/Cloudy,56,223,279
2011-05-23,summer,May,Siang,0,Senin,1,Light Snow/Rain,56,373,429
2011-05-23,summer,May,Malam,0,Senin,1,Clear/Partly Cloudy,68,385,453
2011-05-23,summer,May,Malam,0,Senin,1,Clear/Partly Cloudy,56,302,358
2011-05-23,summer,May,Malam,0,Senin,1,Clear/Partly Cloudy,39,271,310
2011-05-23,summer,May,Malam,0,Senin,1,Clear/Partly Cloudy,33,155,188
2011-05-23,summer,May,Malam,0,Senin,1,Clear/Partly Cloudy,25,106,131
2011-05-23,summer,May,Malam,0,Senin,1,Misty/Cloudy,19,53,72
2011-05-24,summer,May,Dini Hari,0,Selasa,1,Misty/Cloudy,12,23,35
2011-05-24,summer,May,Dini Hari,0,Selasa,1,Misty/Cloudy,6,9,15
2011-05-24,summer,May,Dini Hari,0,Selasa,1,Misty/Cloudy,2,8,10
2011-05-24,summer,May,Dini Hari,0,Selasa,1,Misty/Cloudy,0,2,2
2011-05-24,summer,May,Dini Hari,0,Selasa,1,Clear/Partly Cloudy,1,3,4
2011-05-24,summer,May,Dini Hari,0,Selasa,1,Misty/Cloudy,2,22,24
2011-05-24,summer,May,Pagi,0,Selasa,1,Misty/Cloudy,10,102,112
2011-05-24,summer,May,Pagi,0,Selasa,1,Light Snow/Rain,26,288,314
2011-05-24,summer,May,Pagi,0,Selasa,1,Light Snow/Rain,31,403,434
2011-05-24,summer,May,Pagi,0,Selasa,1,Misty/Cloudy,27,111,138
2011-05-24,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,18,90,108
2011-05-24,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,33,142,175
2011-05-24,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,41,129,170
2011-05-24,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,38,152,190
2011-05-24,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,27,126,153
2011-05-24,summer,May,Siang,0,Selasa,1,Light Snow/Rain,59,129,188
2011-05-24,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,52,225,277
2011-05-24,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,56,492,548
2011-05-24,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,74,490,564
2011-05-24,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,45,310,355
2011-05-24,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,39,241,280
2011-05-24,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,21,168,189
2011-05-24,summer,May,Malam,0,Selasa,1,Light Snow/Rain,26,115,141
2011-05-24,summer,May,Malam,0,Selasa,1,Light Snow/Rain,13,53,66
2011-05-25,summer,May,Dini Hari,0,Rabu,1,Light Snow/Rain,3,32,35
2011-05-25,summer,May,Dini Hari,0,Rabu,1,Light Snow/Rain,6,2,8
2011-05-25,summer,May,Dini Hari,0,Rabu,1,Misty/Cloudy,0,8,8
2011-05-25,summer,May,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,9,9
2011-05-25,summer,May,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,3,3
2011-05-25,summer,May,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,2,23,25
2011-05-25,summer,May,Pagi,0,Rabu,1,Clear/Partly Cloudy,4,113,117
2011-05-25,summer,May,Pagi,0,Rabu,1,Clear/Partly Cloudy,29,284,313
2011-05-25,summer,May,Pagi,0,Rabu,1,Clear/Partly Cloudy,36,495,531
2011-05-25,summer,May,Pagi,0,Rabu,1,Clear/Partly Cloudy,27,207,234
2011-05-25,summer,May,Pagi,0,Rabu,1,Clear/Partly Cloudy,30,105,135
2011-05-25,summer,May,Pagi,0,Rabu,1,Clear/Partly Cloudy,36,104,140
2011-05-25,summer,May,Siang,0,Rabu,1,Clear/Partly Cloudy,32,178,210
2011-05-25,summer,May,Siang,0,Rabu,1,Clear/Partly Cloudy,39,163,202
2011-05-25,summer,May,Siang,0,Rabu,1,Clear/Partly Cloudy,47,121,168
2011-05-25,summer,May,Siang,0,Rabu,1,Clear/Partly Cloudy,37,145,182
2011-05-25,summer,May,Siang,0,Rabu,1,Clear/Partly Cloudy,61,238,299
2011-05-25,summer,May,Siang,0,Rabu,1,Clear/Partly Cloudy,77,524,601
2011-05-25,summer,May,Malam,0,Rabu,1,Clear/Partly Cloudy,66,451,517
2011-05-25,summer,May,Malam,0,Rabu,1,Clear/Partly Cloudy,73,332,405
2011-05-25,summer,May,Malam,0,Rabu,1,Clear/Partly Cloudy,56,284,340
2011-05-25,summer,May,Malam,0,Rabu,1,Clear/Partly Cloudy,33,203,236
2011-05-25,summer,May,Malam,0,Rabu,1,Clear/Partly Cloudy,34,140,174
2011-05-25,summer,May,Malam,0,Rabu,1,Clear/Partly Cloudy,12,74,86
2011-05-26,summer,May,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,11,34,45
2011-05-26,summer,May,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,3,13,16
2011-05-26,summer,May,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,7,7,14
2011-05-26,summer,May,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,0,4,4
2011-05-26,summer,May,Dini Hari,0,Kamis,1,Clear/Partly Cloudy,0,2,2
2011-05-26,summer,May,Dini Hari,0,Kamis,1,Misty/Cloudy,2,25,27
2011-05-26,summer,May,Pagi,0,Kamis,1,Misty/Cloudy,4,94,98
2011-05-26,summer,May,Pagi,0,Kamis,1,Misty/Cloudy,16,270,286
2011-05-26,summer,May,Pagi,0,Kamis,1,Misty/Cloudy,31,458,489
2011-05-26,summer,May,Pagi,0,Kamis,1,Clear/Partly Cloudy,22,194,216
2011-05-26,summer,May,Pagi,0,Kamis,1,Clear/Partly Cloudy,49,94,143
2011-05-26,summer,May,Pagi,0,Kamis,1,Clear/Partly Cloudy,36,124,160
2011-05-26,summer,May,Siang,0,Kamis,1,Clear/Partly Cloudy,53,141,194
2011-05-26,summer,May,Siang,0,Kamis,1,Clear/Partly Cloudy,52,145,197
2011-05-26,summer,May,Siang,0,Kamis,1,Clear/Partly Cloudy,44,145,189
2011-05-26,summer,May,Siang,0,Kamis,1,Misty/Cloudy,40,101,141
2011-05-26,summer,May,Siang,0,Kamis,1,Misty/Cloudy,58,233,291
2011-05-26,summer,May,Siang,0,Kamis,1,Clear/Partly Cloudy,49,445,494
2011-05-26,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,74,404,478
2011-05-26,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,67,311,378
2011-05-26,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,55,267,322
2011-05-26,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,45,178,223
2011-05-26,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,23,157,180
2011-05-26,summer,May,Malam,0,Kamis,1,Clear/Partly Cloudy,17,73,90
2011-05-27,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,14,55,69
2011-05-27,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,14,36,50
2011-05-27,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,6,12,18
2011-05-27,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,1,11,12
2011-05-27,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,2,5,7
2011-05-27,summer,May,Dini Hari,0,Jumat,1,Clear/Partly Cloudy,2,29,31
2011-05-27,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,8,73,81
2011-05-27,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,20,229,249
2011-05-27,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,25,393,418
2011-05-27,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,37,190,227
2011-05-27,summer,May,Pagi,0,Jumat,1,Clear/Partly Cloudy,42,111,153
2011-05-27,summer,May,Pagi,0,Jumat,1,Misty/Cloudy,40,126,166
2011-05-27,summer,May,Siang,0,Jumat,1,Misty/Cloudy,53,190,243
2011-05-27,summer,May,Siang,0,Jumat,1,Clear/Partly Cloudy,51,158,209
2011-05-27,summer,May,Siang,0,Jumat,1,Clear/Partly Cloudy,51,188,239
2011-05-27,summer,May,Siang,0,Jumat,1,Clear/Partly Cloudy,98,258,356
2011-05-27,summer,May,Siang,0,Jumat,1,Misty/Cloudy,63,356,419
2011-05-27,summer,May,Siang,0,Jumat,1,Clear/Partly Cloudy,77,414,491
2011-05-27,summer,May,Malam,0,Jumat,1,Misty/Cloudy,89,310,399
2011-05-27,summer,May,Malam,0,Jumat,1,Light Snow/Rain,69,210,279
2011-05-27,summer,May,Malam,0,Jumat,1,Misty/Cloudy,24,120,144
2011-05-27,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,37,114,151
2011-05-27,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,25,116,141
2011-05-27,summer,May,Malam,0,Jumat,1,Clear/Partly Cloudy,23,104,127
2011-05-28,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,15,79,94
2011-05-28,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,8,47,55
2011-05-28,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,13,35,48
2011-05-28,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,2,13,15
2011-05-28,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,0,4,4
2011-05-28,summer,May,Dini Hari,0,Sabtu,0,Clear/Partly Cloudy,4,3,7
2011-05-28,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,3,16,19
2011-05-28,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,17,33,50
2011-05-28,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,27,75,102
2011-05-28,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,61,116,177
2011-05-28,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,110,166,276
2011-05-28,summer,May,Pagi,0,Sabtu,0,Clear/Partly Cloudy,171,178,349
2011-05-28,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,145,213,358
2011-05-28,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,168,217,385
2011-05-28,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,172,210,382
2011-05-28,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,187,187,374
2011-05-28,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,201,201,402
2011-05-28,summer,May,Siang,0,Sabtu,0,Clear/Partly Cloudy,180,161,341
2011-05-28,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,173,212,385
2011-05-28,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,99,153,252
2011-05-28,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,68,128,196
2011-05-28,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,87,114,201
2011-05-28,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,46,115,161
2011-05-28,summer,May,Malam,0,Sabtu,0,Clear/Partly Cloudy,44,81,125
2011-05-29,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,32,51,83
2011-05-29,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,17,49,66
2011-05-29,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,12,49,61
2011-05-29,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,2,24,26
2011-05-29,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,13,10,23
2011-05-29,summer,May,Dini Hari,0,Minggu,0,Clear/Partly Cloudy,3,3,6
2011-05-29,summer,May,Pagi,0,Minggu,0,Misty/Cloudy,5,10,15
2011-05-29,summer,May,Pagi,0,Minggu,0,Misty/Cloudy,13,17,30
2011-05-29,summer,May,Pagi,0,Minggu,0,Misty/Cloudy,34,62,96
2011-05-29,summer,May,Pagi,0,Minggu,0,Misty/Cloudy,74,78,152
2011-05-29,summer,May,Pagi,0,Minggu,0,Misty/Cloudy,130,121,251
2011-05-29,summer,May,Pagi,0,Minggu,0,Misty/Cloudy,139,180,319
2011-05-29,summer,May,Siang,0,Minggu,0,Misty/Cloudy,216,186,402
2011-05-29,summer,May,Siang,0,Minggu,0,Clear/Partly Cloudy,237,181,418
2011-05-29,summer,May,Siang,0,Minggu,0,Clear/Partly Cloudy,183,168,351
2011-05-29,summer,May,Siang,0,Minggu,0,Clear/Partly Cloudy,221,155,376
2011-05-29,summer,May,Siang,0,Minggu,0,Clear/Partly Cloudy,194,167,361
2011-05-29,summer,May,Siang,0,Minggu,0,Clear/Partly Cloudy,214,169,383
2011-05-29,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,151,177,328
2011-05-29,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,141,146,287
2011-05-29,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,91,128,219
2011-05-29,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,107,122,229
2011-05-29,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,78,93,171
2011-05-29,summer,May,Malam,0,Minggu,0,Clear/Partly Cloudy,48,87,135
2011-05-30,summer,May,Dini Hari,1,Senin,0,Clear/Partly Cloudy,38,65,103
2011-05-30,summer,May,Dini Hari,1,Senin,0,Clear/Partly Cloudy,26,53,79
2011-05-30,summer,May,Dini Hari,1,Senin,0,Clear/Partly Cloudy,17,28,45
2011-05-30,summer,May,Dini Hari,1,Senin,0,Clear/Partly Cloudy,10,8,18
2011-05-30,summer,May,Dini Hari,1,Senin,0,Clear/Partly Cloudy,2,4,6
2011-05-30,summer,May,Dini Hari,1,Senin,0,Misty/Cloudy,1,6,7
2011-05-30,summer,May,Pagi,1,Senin,0,Misty/Cloudy,6,10,16
2011-05-30,summer,May,Pagi,1,Senin,0,Misty/Cloudy,12,19,31
2011-05-30,summer,May,Pagi,1,Senin,0,Misty/Cloudy,36,58,94
2011-05-30,summer,May,Pagi,1,Senin,0,Clear/Partly Cloudy,47,81,128
2011-05-30,summer,May,Pagi,1,Senin,0,Clear/Partly Cloudy,116,153,269
2011-05-30,summer,May,Pagi,1,Senin,0,Clear/Partly Cloudy,153,168,321
2011-05-30,summer,May,Siang,1,Senin,0,Clear/Partly Cloudy,179,187,366
2011-05-30,summer,May,Siang,1,Senin,0,Clear/Partly Cloudy,133,217,350
2011-05-30,summer,May,Siang,1,Senin,0,Clear/Partly Cloudy,142,185,327
2011-05-30,summer,May,Siang,1,Senin,0,Clear/Partly Cloudy,132,179,311
2011-05-30,summer,May,Siang,1,Senin,0,Clear/Partly Cloudy,101,208,309
2011-05-30,summer,May,Siang,1,Senin,0,Clear/Partly Cloudy,102,202,304
2011-05-30,summer,May,Malam,1,Senin,0,Clear/Partly Cloudy,77,172,249
2011-05-30,summer,May,Malam,1,Senin,0,Misty/Cloudy,68,157,225
2011-05-30,summer,May,Malam,1,Senin,0,Clear/Partly Cloudy,69,168,237
2011-05-30,summer,May,Malam,1,Senin,0,Clear/Partly Cloudy,42,107,149
2011-05-30,summer,May,Malam,1,Senin,0,Clear/Partly Cloudy,26,80,106
2011-05-30,summer,May,Malam,1,Senin,0,Clear/Partly Cloudy,14,34,48
2011-05-31,summer,May,Dini Hari,0,Selasa,1,Clear/Partly Cloudy,9,20,29
2011-05-31,summer,May,Dini Hari,0,Selasa,1,Clear/Partly Cloudy,8,9,17
2011-05-31,summer,May,Dini Hari,0,Selasa,1,Misty/Cloudy,5,7,12
2011-05-31,summer,May,Dini Hari,0,Selasa,1,Misty/Cloudy,1,3,4
2011-05-31,summer,May,Dini Hari,0,Selasa,1,Clear/Partly Cloudy,0,3,3
2011-05-31,summer,May,Dini Hari,0,Selasa,1,Clear/Partly Cloudy,0,26,26
2011-05-31,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,11,98,109
2011-05-31,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,16,219,235
2011-05-31,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,34,372,406
2011-05-31,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,22,153,175
2011-05-31,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,37,72,109
2011-05-31,summer,May,Pagi,0,Selasa,1,Clear/Partly Cloudy,28,78,106
2011-05-31,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,37,125,162
2011-05-31,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,37,110,147
2011-05-31,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,41,99,140
2011-05-31,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,42,133,175
2011-05-31,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,44,205,249
2011-05-31,summer,May,Siang,0,Selasa,1,Clear/Partly Cloudy,67,428,495
2011-05-31,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,55,362,417
2011-05-31,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,39,246,285
2011-05-31,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,38,213,251
2011-05-31,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,45,165,210
2011-05-31,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,42,117,159
2011-05-31,summer,May,Malam,0,Selasa,1,Clear/Partly Cloudy,15,46,61
2011-06-01,summer,Jun,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,9,25,34
2011-06-01,summer,Jun,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,8,9,17
2011-06-01,summer,Jun,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,3,3
2011-06-01,summer,Jun,Dini Hari,0,Rabu,1,Clear/Partly Cloudy,0,6,6
2011-06-01,summer,Jun,Dini Hari,0,Rabu,1,Misty/Cloudy,0,4,4
2011-06-01,summer,Jun,Dini Hari,0,Rabu,1,Misty/Cloudy,2,19,21
2011-06-01,summer,Jun,Pagi,0,Rabu,1,Misty/Cloudy,7,121,128
2011-06-01,summer,Jun,Pagi,0,Rabu,1,Misty/Cloudy,19,265,284
2011-06-01,summer,Jun,Pagi,0,Rabu,1,Misty/Cloudy,37,417,454
2011-06-01,summer,Jun,Pagi,0,Rabu,1,Misty/Cloudy,34,173,207
2011-06-01,summer,Jun,Pagi,0,Rabu,1,Misty/Cloudy,31,84,115
2011-06-01,summer,Jun,Pagi,0,Rabu,1,Misty/Cloudy,26,86,112
2011-06-01,summer,Jun,Siang,0,Rabu,1,Clear/Partly Cloudy,32,137,169
