dateday,season,year,month,hour,count
2011-07-06,fall,2011,Jul,15,185
2011-07-06,fall,2011,Jul,16,275
2011-07-06,fall,2011,Jul,17,596
2011-07-06,fall,2011,Jul,18,563
2011-07-06,fall,2011,Jul,19,394
2011-07-06,fall,2011,Jul,20,312
2011-07-06,fall,2011,Jul,21,241
2011-07-06,fall,2011,Jul,22,186
2011-07-06,fall,2011,Jul,23,98
2011-07-07,fall,2011,Jul,0,35
2011-07-07,fall,2011,Jul,1,16
2011-07-07,fall,2011,Jul,2,8
2011-07-07,fall,2011,Jul,3,4
2011-07-07,fall,2011,Jul,4,4
2011-07-07,fall,2011,Jul,5,32
2011-07-07,fall,2011,Jul,6,118
2011-07-07,fall,2011,Jul,7,292
2011-07-07,fall,2011,Jul,8,443
2011-07-07,fall,2011,Jul,9,179
2011-07-07,fall,2011,Jul,10,101
2011-07-07,fall,2011,Jul,11,142
2011-07-07,fall,2011,Jul,12,171
2011-07-07,fall,2011,Jul,13,155
2011-07-07,fall,2011,Jul,14,160
2011-07-07,fall,2011,Jul,15,166
2011-07-07,fall,2011,Jul,16,265
2011-07-07,fall,2011,Jul,17,569
2011-07-07,fall,2011,Jul,18,562
2011-07-07,fall,2011,Jul,19,365
2011-07-07,fall,2011,Jul,20,285
2011-07-07,fall,2011,Jul,21,209
2011-07-07,fall,2011,Jul,22,182
2011-07-07,fall,2011,Jul,23,129
2011-07-08,fall,2011,Jul,0,47
2011-07-08,fall,2011,Jul,1,34
2011-07-08,fall,2011,Jul,2,22
2011-07-08,fall,2011,Jul,3,6
2011-07-08,fall,2011,Jul,4,11
2011-07-08,fall,2011,Jul,5,27
2011-07-08,fall,2011,Jul,6,102
2011-07-08,fall,2011,Jul,7,332
2011-07-08,fall,2011,Jul,8,457
2011-07-08,fall,2011,Jul,9,241
2011-07-08,fall,2011,Jul,10,138
2011-07-08,fall,2011,Jul,11,165
2011-07-08,fall,2011,Jul,12,213
2011-07-08,fall,2011,Jul,13,229
2011-07-08,fall,2011,Jul,14,216
2011-07-08,fall,2011,Jul,15,141
2011-07-08,fall,2011,Jul,16,132
2011-07-08,fall,2011,Jul,17,167
2011-07-08,fall,2011,Jul,18,316
2011-07-08,fall,2011,Jul,19,270
2011-07-08,fall,2011,Jul,20,250
2011-07-08,fall,2011,Jul,21,204
2011-07-08,fall,2011,Jul,22,169
2011-07-08,fall,2011,Jul,23,151
2011-07-09,fall,2011,Jul,0,121
2011-07-09,fall,2011,Jul,1,53
2011-07-09,fall,2011,Jul,2,55
2011-07-09,fall,2011,Jul,3,30
2011-07-09,fall,2011,Jul,4,6
2011-07-09,fall,2011,Jul,5,15
2011-07-09,fall,2011,Jul,6,38
2011-07-09,fall,2011,Jul,7,71
2011-07-09,fall,2011,Jul,8,182
2011-07-09,fall,2011,Jul,9,247
2011-07-09,fall,2011,Jul,10,264
2011-07-09,fall,2011,Jul,11,290
2011-07-09,fall,2011,Jul,12,366
2011-07-09,fall,2011,Jul,13,416
2011-07-09,fall,2011,Jul,14,373
2011-07-09,fall,2011,Jul,15,402
2011-07-09,fall,2011,Jul,16,416
2011-07-09,fall,2011,Jul,17,401
2011-07-09,fall,2011,Jul,18,378
2011-07-09,fall,2011,Jul,19,306
2011-07-09,fall,2011,Jul,20,314
2011-07-09,fall,2011,Jul,21,238
2011-07-09,fall,2011,Jul,22,214
2011-07-09,fall,2011,Jul,23,140
2011-07-10,fall,2011,Jul,0,154
2011-07-10,fall,2011,Jul,1,113
2011-07-10,fall,2011,Jul,2,96
2011-07-10,fall,2011,Jul,3,25
2011-07-10,fall,2011,Jul,4,5
2011-07-10,fall,2011,Jul,5,17
2011-07-10,fall,2011,Jul,6,25
2011-07-10,fall,2011,Jul,7,65
2011-07-10,fall,2011,Jul,8,92
2011-07-10,fall,2011,Jul,9,169
2011-07-10,fall,2011,Jul,10,268
2011-07-10,fall,2011,Jul,11,287
2011-07-10,fall,2011,Jul,12,377
2011-07-10,fall,2011,Jul,13,367
2011-07-10,fall,2011,Jul,14,349
2011-07-10,fall,2011,Jul,15,361
2011-07-10,fall,2011,Jul,16,372
2011-07-10,fall,2011,Jul,17,363
2011-07-10,fall,2011,Jul,18,363
2011-07-10,fall,2011,Jul,19,303
2011-07-10,fall,2011,Jul,20,268
2011-07-10,fall,2011,Jul,21,227
2011-07-10,fall,2011,Jul,22,143
2011-07-10,fall,2011,Jul,23,72
2011-07-11,fall,2011,Jul,0,35
2011-07-11,fall,2011,Jul,1,10
2011-07-11,fall,2011,Jul,2,12
2011-07-11,fall,2011,Jul,3,10
2011-07-11,fall,2011,Jul,4,4
2011-07-11,fall,2011,Jul,5,26
2011-07-11,fall,2011,Jul,6,121
2011-07-11,fall,2011,Jul,7,317
2011-07-11,fall,2011,Jul,8,420
2011-07-11,fall,2011,Jul,9,208
2011-07-11,fall,2011,Jul,10,117
2011-07-11,fall,2011,Jul,11,128
2011-07-11,fall,2011,Jul,12,148
2011-07-11,fall,2011,Jul,13,141
2011-07-11,fall,2011,Jul,14,134
2011-07-11,fall,2011,Jul,15,146
2011-07-11,fall,2011,Jul,16,239
2011-07-11,fall,2011,Jul,17,514
2011-07-11,fall,2011,Jul,18,472
2011-07-11,fall,2011,Jul,19,373
2011-07-11,fall,2011,Jul,20,236
2011-07-11,fall,2011,Jul,21,130
2011-07-11,fall,2011,Jul,22,90
2011-07-11,fall,2011,Jul,23,55
2011-07-12,fall,2011,Jul,0,22
2011-07-12,fall,2011,Jul,1,14
2011-07-12,fall,2011,Jul,2,9
2011-07-12,fall,2011,Jul,3,8
2011-07-12,fall,2011,Jul,4,6
2011-07-12,fall,2011,Jul,5,25
2011-07-12,fall,2011,Jul,6,115
2011-07-12,fall,2011,Jul,7,330
2011-07-12,fall,2011,Jul,8,417
2011-07-12,fall,2011,Jul,9,176
2011-07-12,fall,2011,Jul,10,123
2011-07-12,fall,2011,Jul,11,125
2011-07-12,fall,2011,Jul,12,163
2011-07-12,fall,2011,Jul,13,136
2011-07-12,fall,2011,Jul,14,124
2011-07-12,fall,2011,Jul,15,148
2011-07-12,fall,2011,Jul,16,202
2011-07-12,fall,2011,Jul,17,428
2011-07-12,fall,2011,Jul,18,511
2011-07-12,fall,2011,Jul,19,337
2011-07-12,fall,2011,Jul,20,308
2011-07-12,fall,2011,Jul,21,258
2011-07-12,fall,2011,Jul,22,194
2011-07-12,fall,2011,Jul,23,79
2011-07-13,fall,2011,Jul,0,46
2011-07-13,fall,2011,Jul,1,12
2011-07-13,fall,2011,Jul,2,5
2011-07-13,fall,2011,Jul,3,4
2011-07-13,fall,2011,Jul,4,5
2011-07-13,fall,2011,Jul,5,26
2011-07-13,fall,2011,Jul,6,121
2011-07-13,fall,2011,Jul,7,313
2011-07-13,fall,2011,Jul,8,449
2011-07-13,fall,2011,Jul,9,186
2011-07-13,fall,2011,Jul,10,113
2011-07-13,fall,2011,Jul,11,165
2011-07-13,fall,2011,Jul,12,174
2011-07-13,fall,2011,Jul,13,158
2011-07-13,fall,2011,Jul,14,116
2011-07-13,fall,2011,Jul,15,46
2011-07-13,fall,2011,Jul,16,141
2011-07-13,fall,2011,Jul,17,488
2011-07-13,fall,2011,Jul,18,463
2011-07-13,fall,2011,Jul,19,419
2011-07-13,fall,2011,Jul,20,342
2011-07-13,fall,2011,Jul,21,250
2011-07-13,fall,2011,Jul,22,184
2011-07-13,fall,2011,Jul,23,116
2011-07-14,fall,2011,Jul,0,46
2011-07-14,fall,2011,Jul,1,25
2011-07-14,fall,2011,Jul,2,10
2011-07-14,fall,2011,Jul,3,6
2011-07-14,fall,2011,Jul,4,6
2011-07-14,fall,2011,Jul,5,28
2011-07-14,fall,2011,Jul,6,130
2011-07-14,fall,2011,Jul,7,334
2011-07-14,fall,2011,Jul,8,486
2011-07-14,fall,2011,Jul,9,224
2011-07-14,fall,2011,Jul,10,127
2011-07-14,fall,2011,Jul,11,148
2011-07-14,fall,2011,Jul,12,223
2011-07-14,fall,2011,Jul,13,177
2011-07-14,fall,2011,Jul,14,178
2011-07-14,fall,2011,Jul,15,180
2011-07-14,fall,2011,Jul,16,274
2011-07-14,fall,2011,Jul,17,595
2011-07-14,fall,2011,Jul,18,578
2011-07-14,fall,2011,Jul,19,400
2011-07-14,fall,2011,Jul,20,348
2011-07-14,fall,2011,Jul,21,261
2011-07-14,fall,2011,Jul,22,176
2011-07-14,fall,2011,Jul,23,124
2011-07-15,fall,2011,Jul,0,80
2011-07-15,fall,2011,Jul,1,20
2011-07-15,fall,2011,Jul,2,38
2011-07-15,fall,2011,Jul,3,7
2011-07-15,fall,2011,Jul,4,10
2011-07-15,fall,2011,Jul,5,23
2011-07-15,fall,2011,Jul,6,120
2011-07-15,fall,2011,Jul,7,274
2011-07-15,fall,2011,Jul,8,564
2011-07-15,fall,2011,Jul,9,207
2011-07-15,fall,2011,Jul,10,166
2011-07-15,fall,2011,Jul,11,210
2011-07-15,fall,2011,Jul,12,238
2011-07-15,fall,2011,Jul,13,247
2011-07-15,fall,2011,Jul,14,265
2011-07-15,fall,2011,Jul,15,237
2011-07-15,fall,2011,Jul,16,361
2011-07-15,fall,2011,Jul,17,587
2011-07-15,fall,2011,Jul,18,496
2011-07-15,fall,2011,Jul,19,394
2011-07-15,fall,2011,Jul,20,343
2011-07-15,fall,2011,Jul,21,261
2011-07-15,fall,2011,Jul,22,223
2011-07-15,fall,2011,Jul,23,167
2011-07-16,fall,2011,Jul,0,110
2011-07-16,fall,2011,Jul,1,75
2011-07-16,fall,2011,Jul,2,58
2011-07-16,fall,2011,Jul,3,26
2011-07-16,fall,2011,Jul,4,16
2011-07-16,fall,2011,Jul,5,10
2011-07-16,fall,2011,Jul,6,37
2011-07-16,fall,2011,Jul,7,52
2011-07-16,fall,2011,Jul,8,127
2011-07-16,fall,2011,Jul,9,222
2011-07-16,fall,2011,Jul,10,322
2011-07-16,fall,2011,Jul,11,396
2011-07-16,fall,2011,Jul,12,463
2011-07-16,fall,2011,Jul,13,497
2011-07-16,fall,2011,Jul,14,433
2011-07-16,fall,2011,Jul,15,428
2011-07-16,fall,2011,Jul,16,425
2011-07-16,fall,2011,Jul,17,475
2011-07-16,fall,2011,Jul,18,428
2011-07-16,fall,2011,Jul,19,406
2011-07-16,fall,2011,Jul,20,296
2011-07-16,fall,2011,Jul,21,252
2011-07-16,fall,2011,Jul,22,201
2011-07-16,fall,2011,Jul,23,168
2011-07-17,fall,2011,Jul,0,125
2011-07-17,fall,2011,Jul,1,102
2011-07-17,fall,2011,Jul,2,94
2011-07-17,fall,2011,Jul,3,47
2011-07-17,fall,2011,Jul,4,10
2011-07-17,fall,2011,Jul,5,12
2011-07-17,fall,2011,Jul,6,21
2011-07-17,fall,2011,Jul,7,50
2011-07-17,fall,2011,Jul,8,118
2011-07-17,fall,2011,Jul,9,184
2011-07-17,fall,2011,Jul,10,304
2011-07-17,fall,2011,Jul,11,391
2011-07-17,fall,2011,Jul,12,420
2011-07-17,fall,2011,Jul,13,472
2011-07-17,fall,2011,Jul,14,430
2011-07-17,fall,2011,Jul,15,324
2011-07-17,fall,2011,Jul,16,317
2011-07-17,fall,2011,Jul,17,369
2011-07-17,fall,2011,Jul,18,390
2011-07-17,fall,2011,Jul,19,379
2011-07-17,fall,2011,Jul,20,262
2011-07-17,fall,2011,Jul,21,207
2011-07-17,fall,2011,Jul,22,181
2011-07-17,fall,2011,Jul,23,93
2011-07-18,fall,2011,Jul,0,51
2011-07-18,fall,2011,Jul,1,25
2011-07-18,fall,2011,Jul,2,10
2011-07-18,fall,2011,Jul,3,7
2011-07-18,fall,2011,Jul,4,4
2011-07-18,fall,2011,Jul,5,17
2011-07-18,fall,2011,Jul,6,105
2011-07-18,fall,2011,Jul,7,277
2011-07-18,fall,2011,Jul,8,347
2011-07-18,fall,2011,Jul,9,203
2011-07-18,fall,2011,Jul,10,130
2011-07-18,fall,2011,Jul,11,141
2011-07-18,fall,2011,Jul,12,165
2011-07-18,fall,2011,Jul,13,152
2011-07-18,fall,2011,Jul,14,138
2011-07-18,fall,2011,Jul,15,164
2011-07-18,fall,2011,Jul,16,265
2011-07-18,fall,2011,Jul,17,545
2011-07-18,fall,2011,Jul,18,558
2011-07-18,fall,2011,Jul,19,398
2011-07-18,fall,2011,Jul,20,323
2011-07-18,fall,2011,Jul,21,202
2011-07-18,fall,2011,Jul,22,140
2011-07-18,fall,2011,Jul,23,91
2011-07-19,fall,2011,Jul,0,51
2011-07-19,fall,2011,Jul,1,13
2011-07-19,fall,2011,Jul,2,13
2011-07-19,fall,2011,Jul,3,3
2011-07-19,fall,2011,Jul,4,5
2011-07-19,fall,2011,Jul,5,19
2011-07-19,fall,2011,Jul,6,134
2011-07-19,fall,2011,Jul,7,315
2011-07-19,fall,2011,Jul,8,412
2011-07-19,fall,2011,Jul,9,199
2011-07-19,fall,2011,Jul,10,141
2011-07-19,fall,2011,Jul,11,127
2011-07-19,fall,2011,Jul,12,153
2011-07-19,fall,2011,Jul,13,172
2011-07-19,fall,2011,Jul,14,152
2011-07-19,fall,2011,Jul,15,158
2011-07-19,fall,2011,Jul,16,277
2011-07-19,fall,2011,Jul,17,513
2011-07-19,fall,2011,Jul,18,530
2011-07-19,fall,2011,Jul,19,388
2011-07-19,fall,2011,Jul,20,277
2011-07-19,fall,2011,Jul,21,241
2011-07-19,fall,2011,Jul,22,156
2011-07-19,fall,2011,Jul,23,92
2011-07-20,fall,2011,Jul,0,40
2011-07-20,fall,2011,Jul,1,11
2011-07-20,fall,2011,Jul,2,9
2011-07-20,fall,2011,Jul,3,6
2011-07-20,fall,2011,Jul,4,4
2011-07-20,fall,2011,Jul,5,23
2011-07-20,fall,2011,Jul,6,116
2011-07-20,fall,2011,Jul,7,303
2011-07-20,fall,2011,Jul,8,438
2011-07-20,fall,2011,Jul,9,209
2011-07-20,fall,2011,Jul,10,110
2011-07-20,fall,2011,Jul,11,142
2011-07-20,fall,2011,Jul,12,149
2011-07-20,fall,2011,Jul,13,120
2011-07-20,fall,2011,Jul,14,127
2011-07-20,fall,2011,Jul,15,138
2011-07-20,fall,2011,Jul,16,234
2011-07-20,fall,2011,Jul,17,455
2011-07-20,fall,2011,Jul,18,497
2011-07-20,fall,2011,Jul,19,382
2011-07-20,fall,2011,Jul,20,309
2011-07-20,fall,2011,Jul,21,242
2011-07-20,fall,2011,Jul,22,169
2011-07-20,fall,2011,Jul,23,99
2011-07-21,fall,2011,Jul,0,42
2011-07-21,fall,2011,Jul,1,21
2011-07-21,fall,2011,Jul,2,6
2011-07-21,fall,2011,Jul,3,6
2011-07-21,fall,2011,Jul,4,4
2011-07-21,fall,2011,Jul,5,18
2011-07-21,fall,2011,Jul,6,117
2011-07-21,fall,2011,Jul,7,274
2011-07-21,fall,2011,Jul,8,381
2011-07-21,fall,2011,Jul,9,200
2011-07-21,fall,2011,Jul,10,78
2011-07-21,fall,2011,Jul,11,106
2011-07-21,fall,2011,Jul,12,135
2011-07-21,fall,2011,Jul,13,102
2011-07-21,fall,2011,Jul,14,147
2011-07-21,fall,2011,Jul,15,133
2011-07-21,fall,2011,Jul,16,210
2011-07-21,fall,2011,Jul,17,414
2011-07-21,fall,2011,Jul,18,382
2011-07-21,fall,2011,Jul,19,284
2011-07-21,fall,2011,Jul,20,237
2011-07-21,fall,2011,Jul,21,225
2011-07-21,fall,2011,Jul,22,149
2011-07-21,fall,2011,Jul,23,113
2011-07-22,fall,2011,Jul,0,60
2011-07-22,fall,2011,Jul,1,24
2011-07-22,fall,2011,Jul,2,14
2011-07-22,fall,2011,Jul,3,7
2011-07-22,fall,2011,Jul,4,13
2011-07-22,fall,2011,Jul,5,19
2011-07-22,fall,2011,Jul,6,96
2011-07-22,fall,2011,Jul,7,252
2011-07-22,fall,2011,Jul,8,322
2011-07-22,fall,2011,Jul,9,208
2011-07-22,fall,2011,Jul,10,115
2011-07-22,fall,2011,Jul,11,109
2011-07-22,fall,2011,Jul,12,115
2011-07-22,fall,2011,Jul,13,123
2011-07-22,fall,2011,Jul,14,101
2011-07-22,fall,2011,Jul,15,133
2011-07-22,fall,2011,Jul,16,182
2011-07-22,fall,2011,Jul,17,306
2011-07-22,fall,2011,Jul,18,284
2011-07-22,fall,2011,Jul,19,250
2011-07-22,fall,2011,Jul,20,212
2011-07-22,fall,2011,Jul,21,190
2011-07-22,fall,2011,Jul,22,149
2011-07-22,fall,2011,Jul,23,103
2011-07-23,fall,2011,Jul,0,101
2011-07-23,fall,2011,Jul,1,70
2011-07-23,fall,2011,Jul,2,61
2011-07-23,fall,2011,Jul,3,22
2011-07-23,fall,2011,Jul,4,9
2011-07-23,fall,2011,Jul,5,7
2011-07-23,fall,2011,Jul,6,25
2011-07-23,fall,2011,Jul,7,45
2011-07-23,fall,2011,Jul,8,109
2011-07-23,fall,2011,Jul,9,132
2011-07-23,fall,2011,Jul,10,198
2011-07-23,fall,2011,Jul,11,216
2011-07-23,fall,2011,Jul,12,235
2011-07-23,fall,2011,Jul,13,245
2011-07-23,fall,2011,Jul,14,236
2011-07-23,fall,2011,Jul,15,215
2011-07-23,fall,2011,Jul,16,221
2011-07-23,fall,2011,Jul,17,197
2011-07-23,fall,2011,Jul,18,196
2011-07-23,fall,2011,Jul,19,217
2011-07-23,fall,2011,Jul,20,145
2011-07-23,fall,2011,Jul,21,154
2011-07-23,fall,2011,Jul,22,125
2011-07-23,fall,2011,Jul,23,104
2011-07-24,fall,2011,Jul,0,119
2011-07-24,fall,2011,Jul,1,96
2011-07-24,fall,2011,Jul,2,60
2011-07-24,fall,2011,Jul,3,37
2011-07-24,fall,2011,Jul,4,6
2011-07-24,fall,2011,Jul,5,8
2011-07-24,fall,2011,Jul,6,22
2011-07-24,fall,2011,Jul,7,35
2011-07-24,fall,2011,Jul,8,104
2011-07-24,fall,2011,Jul,9,154
2011-07-24,fall,2011,Jul,10,226
2011-07-24,fall,2011,Jul,11,243
2011-07-24,fall,2011,Jul,12,246
2011-07-24,fall,2011,Jul,13,252
2011-07-24,fall,2011,Jul,14,283
2011-07-24,fall,2011,Jul,15,238
2011-07-24,fall,2011,Jul,16,249
2011-07-24,fall,2011,Jul,17,249
2011-07-24,fall,2011,Jul,18,243
2011-07-24,fall,2011,Jul,19,240
2011-07-24,fall,2011,Jul,20,195
2011-07-24,fall,2011,Jul,21,153
2011-07-24,fall,2011,Jul,22,98
2011-07-24,fall,2011,Jul,23,50
2011-07-25,fall,2011,Jul,0,34
2011-07-25,fall,2011,Jul,1,12
2011-07-25,fall,2011,Jul,2,6
2011-07-25,fall,2011,Jul,3,4
2011-07-25,fall,2011,Jul,4,6
2011-07-25,fall,2011,Jul,5,24
2011-07-25,fall,2011,Jul,6,107
2011-07-25,fall,2011,Jul,7,277
2011-07-25,fall,2011,Jul,8,387
2011-07-25,fall,2011,Jul,9,135
2011-07-25,fall,2011,Jul,10,84
2011-07-25,fall,2011,Jul,11,107
2011-07-25,fall,2011,Jul,12,67
2011-07-25,fall,2011,Jul,13,78
2011-07-25,fall,2011,Jul,14,90
2011-07-25,fall,2011,Jul,15,112
2011-07-25,fall,2011,Jul,16,198
2011-07-25,fall,2011,Jul,17,485
2011-07-25,fall,2011,Jul,18,533
2011-07-25,fall,2011,Jul,19,386
2011-07-25,fall,2011,Jul,20,302
2011-07-25,fall,2011,Jul,21,194
2011-07-25,fall,2011,Jul,22,125
2011-07-25,fall,2011,Jul,23,87
2011-07-26,fall,2011,Jul,0,28
2011-07-26,fall,2011,Jul,1,12
2011-07-26,fall,2011,Jul,2,7
2011-07-26,fall,2011,Jul,3,4
2011-07-26,fall,2011,Jul,4,6
2011-07-26,fall,2011,Jul,5,27
2011-07-26,fall,2011,Jul,6,110
2011-07-26,fall,2011,Jul,7,318
2011-07-26,fall,2011,Jul,8,424
2011-07-26,fall,2011,Jul,9,187
2011-07-26,fall,2011,Jul,10,138
2011-07-26,fall,2011,Jul,11,151
2011-07-26,fall,2011,Jul,12,147
2011-07-26,fall,2011,Jul,13,182
2011-07-26,fall,2011,Jul,14,147
2011-07-26,fall,2011,Jul,15,163
2011-07-26,fall,2011,Jul,16,254
2011-07-26,fall,2011,Jul,17,537
2011-07-26,fall,2011,Jul,18,546
2011-07-26,fall,2011,Jul,19,398
2011-07-26,fall,2011,Jul,20,290
2011-07-26,fall,2011,Jul,21,267
2011-07-26,fall,2011,Jul,22,158
2011-07-26,fall,2011,Jul,23,89
2011-07-27,fall,2011,Jul,0,45
2011-07-27,fall,2011,Jul,1,10
2011-07-27,fall,2011,Jul,2,6
2011-07-27,fall,2011,Jul,3,4
2011-07-27,fall,2011,Jul,4,4
2011-07-27,fall,2011,Jul,5,18
2011-07-27,fall,2011,Jul,6,123
2011-07-27,fall,2011,Jul,7,347
2011-07-27,fall,2011,Jul,8,433
2011-07-27,fall,2011,Jul,9,216
2011-07-27,fall,2011,Jul,10,114
2011-07-27,fall,2011,Jul,11,136
2011-07-27,fall,2011,Jul,12,169
2011-07-27,fall,2011,Jul,13,180
2011-07-27,fall,2011,Jul,14,127
2011-07-27,fall,2011,Jul,15,140
2011-07-27,fall,2011,Jul,16,268
2011-07-27,fall,2011,Jul,17,572
2011-07-27,fall,2011,Jul,18,541
2011-07-27,fall,2011,Jul,19,375
2011-07-27,fall,2011,Jul,20,294
2011-07-27,fall,2011,Jul,21,245
2011-07-27,fall,2011,Jul,22,180
2011-07-27,fall,2011,Jul,23,109
2011-07-28,fall,2011,Jul,0,45
2011-07-28,fall,2011,Jul,1,29
2011-07-28,fall,2011,Jul,2,7
2011-07-28,fall,2011,Jul,3,5
2011-07-28,fall,2011,Jul,4,6
2011-07-28,fall,2011,Jul,5,27
2011-07-28,fall,2011,Jul,6,116
2011-07-28,fall,2011,Jul,7,305
2011-07-28,fall,2011,Jul,8,456
2011-07-28,fall,2011,Jul,9,210
2011-07-28,fall,2011,Jul,10,116
2011-07-28,fall,2011,Jul,11,154
2011-07-28,fall,2011,Jul,12,186
2011-07-28,fall,2011,Jul,13,152
2011-07-28,fall,2011,Jul,14,138
2011-07-28,fall,2011,Jul,15,146
2011-07-28,fall,2011,Jul,16,256
2011-07-28,fall,2011,Jul,17,468
2011-07-28,fall,2011,Jul,18,483
2011-07-28,fall,2011,Jul,19,322
2011-07-28,fall,2011,Jul,20,270
2011-07-28,fall,2011,Jul,21,196
2011-07-28,fall,2011,Jul,22,174
2011-07-28,fall,2011,Jul,23,123
2011-07-29,fall,2011,Jul,0,57
2011-07-29,fall,2011,Jul,1,34
2011-07-29,fall,2011,Jul,2,13
2011-07-29,fall,2011,Jul,3,11
2011-07-29,fall,2011,Jul,4,6
2011-07-29,fall,2011,Jul,5,27
2011-07-29,fall,2011,Jul,6,90
2011-07-29,fall,2011,Jul,7,254
2011-07-29,fall,2011,Jul,8,384
2011-07-29,fall,2011,Jul,9,179
2011-07-29,fall,2011,Jul,10,106
2011-07-29,fall,2011,Jul,11,161
2011-07-29,fall,2011,Jul,12,135
2011-07-29,fall,2011,Jul,13,156
2011-07-29,fall,2011,Jul,14,148
2011-07-29,fall,2011,Jul,15,169
2011-07-29,fall,2011,Jul,16,233
2011-07-29,fall,2011,Jul,17,421
2011-07-29,fall,2011,Jul,18,362
2011-07-29,fall,2011,Jul,19,241
2011-07-29,fall,2011,Jul,20,206
2011-07-29,fall,2011,Jul,21,163
2011-07-29,fall,2011,Jul,22,174
2011-07-29,fall,2011,Jul,23,116
2011-07-30,fall,2011,Jul,0,133
2011-07-30,fall,2011,Jul,1,90
2011-07-30,fall,2011,Jul,2,42
2011-07-30,fall,2011,Jul,3,43
2011-07-30,fall,2011,Jul,4,10
2011-07-30,fall,2011,Jul,5,13
2011-07-30,fall,2011,Jul,6,24
2011-07-30,fall,2011,Jul,7,42
2011-07-30,fall,2011,Jul,8,114
2011-07-30,fall,2011,Jul,9,174
2011-07-30,fall,2011,Jul,10,261
2011-07-30,fall,2011,Jul,11,317
2011-07-30,fall,2011,Jul,12,341
2011-07-30,fall,2011,Jul,13,308
2011-07-30,fall,2011,Jul,14,305
2011-07-30,fall,2011,Jul,15,302
2011-07-30,fall,2011,Jul,16,302
2011-07-30,fall,2011,Jul,17,302
2011-07-30,fall,2011,Jul,18,299
2011-07-30,fall,2011,Jul,19,256
2011-07-30,fall,2011,Jul,20,206
2011-07-30,fall,2011,Jul,21,205
2011-07-30,fall,2011,Jul,22,209
2011-07-30,fall,2011,Jul,23,177
2011-07-31,fall,2011,Jul,0,113
2011-07-31,fall,2011,Jul,1,79
2011-07-31,fall,2011,Jul,2,67
2011-07-31,fall,2011,Jul,3,50
2011-07-31,fall,2011,Jul,4,13
2011-07-31,fall,2011,Jul,5,8
2011-07-31,fall,2011,Jul,6,13
2011-07-31,fall,2011,Jul,7,45
2011-07-31,fall,2011,Jul,8,142
2011-07-31,fall,2011,Jul,9,183
2011-07-31,fall,2011,Jul,10,254
2011-07-31,fall,2011,Jul,11,275
2011-07-31,fall,2011,Jul,12,338
2011-07-31,fall,2011,Jul,13,294
2011-07-31,fall,2011,Jul,14,326
2011-07-31,fall,2011,Jul,15,293
2011-07-31,fall,2011,Jul,16,306
2011-07-31,fall,2011,Jul,17,320
2011-07-31,fall,2011,Jul,18,304
2011-07-31,fall,2011,Jul,19,274
2011-07-31,fall,2011,Jul,20,275
2011-07-31,fall,2011,Jul,21,164
2011-07-31,fall,2011,Jul,22,96
2011-07-31,fall,2011,Jul,23,70
2011-08-01,fall,2011,Aug,0,29
2011-08-01,fall,2011,Aug,1,17
2011-08-01,fall,2011,Aug,2,11
2011-08-01,fall,2011,Aug,3,4
2011-08-01,fall,2011,Aug,4,4
2011-08-01,fall,2011,Aug,5,26
2011-08-01,fall,2011,Aug,6,100
2011-08-01,fall,2011,Aug,7,282
2011-08-01,fall,2011,Aug,8,382
2011-08-01,fall,2011,Aug,9,166
2011-08-01,fall,2011,Aug,10,97
2011-08-01,fall,2011,Aug,11,119
2011-08-01,fall,2011,Aug,12,168
2011-08-01,fall,2011,Aug,13,150
2011-08-01,fall,2011,Aug,14,123
2011-08-01,fall,2011,Aug,15,129
2011-08-01,fall,2011,Aug,16,231
2011-08-01,fall,2011,Aug,17,514
2011-08-01,fall,2011,Aug,18,543
2011-08-01,fall,2011,Aug,19,413
2011-08-01,fall,2011,Aug,20,305
2011-08-01,fall,2011,Aug,21,220
2011-08-01,fall,2011,Aug,22,137
2011-08-01,fall,2011,Aug,23,96
2011-08-02,fall,2011,Aug,0,29
2011-08-02,fall,2011,Aug,1,12
2011-08-02,fall,2011,Aug,2,8
2011-08-02,fall,2011,Aug,3,5
2011-08-02,fall,2011,Aug,4,10
2011-08-02,fall,2011,Aug,5,21
2011-08-02,fall,2011,Aug,6,117
2011-08-02,fall,2011,Aug,7,335
2011-08-02,fall,2011,Aug,8,435
2011-08-02,fall,2011,Aug,9,213
2011-08-02,fall,2011,Aug,10,140
2011-08-02,fall,2011,Aug,11,128
2011-08-02,fall,2011,Aug,12,157
2011-08-02,fall,2011,Aug,13,203
2011-08-02,fall,2011,Aug,14,159
2011-08-02,fall,2011,Aug,15,168
2011-08-02,fall,2011,Aug,16,274
2011-08-02,fall,2011,Aug,17,556
2011-08-02,fall,2011,Aug,18,556
2011-08-02,fall,2011,Aug,19,454
2011-08-02,fall,2011,Aug,20,288
2011-08-02,fall,2011,Aug,21,254
2011-08-02,fall,2011,Aug,22,191
2011-08-02,fall,2011,Aug,23,132
2011-08-03,fall,2011,Aug,0,43
2011-08-03,fall,2011,Aug,1,16
2011-08-03,fall,2011,Aug,2,11
2011-08-03,fall,2011,Aug,3,4
2011-08-03,fall,2011,Aug,4,7
2011-08-03,fall,2011,Aug,5,24
2011-08-03,fall,2011,Aug,6,110
2011-08-03,fall,2011,Aug,7,271
